price,year,odometer,manufacturer,condition,cylinders,fuel,title_status,transmission,drive,type,paint_color
15990,2014.0,45230.0,volkswagen,good,4 cylinders,diesel,clean,automatic,fwd,wagon,unknown
28590,2017.0,102.0,chevrolet,good,6 cylinders,gas,clean,other,4wd,pickup,red
20590,2018.0,28737.0,ford,good,6 cylinders,gas,clean,other,fwd,sedan,black
11977,2017.0,134855.0,volkswagen,good,4 cylinders,gas,clean,automatic,fwd,SUV,blue
8999,2006.0,88480.0,bmw,like new,6 cylinders,gas,clean,automatic,4wd,SUV,blue
6495,2011.0,124000.0,ford,good,6 cylinders,gas,clean,automatic,fwd,sedan,custom
8999,2008.0,122146.0,mercedes-benz,excellent,6 cylinders,gas,clean,automatic,rwd,sedan,black
13500,1993.0,48000.0,cadillac,excellent,8 cylinders,gas,clean,automatic,rwd,convertible,red
19590,2016.0,94989.0,mercedes-benz,good,6 cylinders,gas,clean,automatic,rwd,sedan,unknown
12991,2013.0,159000.0,chevrolet,excellent,8 cylinders,gas,clean,automatic,fwd,SUV,silver
1600,2006.0,200000.0,lincoln,fair,8 cylinders,gas,clean,automatic,4wd,SUV,black
7990,2007.0,134610.0,mercedes-benz,excellent,6 cylinders,gas,clean,automatic,4wd,wagon,blue
24900,2004.0,47450.0,chevrolet,like new,8 cylinders,gas,clean,automatic,rwd,truck,silver
9500,2013.0,80801.0,volkswagen,excellent,5 cylinders,gas,clean,automatic,fwd,sedan,black
21188,2013.0,158920.0,toyota,good,6 cylinders,gas,clean,automatic,fwd,pickup,green
6950,2012.0,122000.0,kia,excellent,4 cylinders,gas,clean,manual,fwd,sedan,silver
5995,2008.0,104792.0,nissan,good,4 cylinders,gas,clean,automatic,fwd,sedan,black
28999,2018.0,39835.0,ford,good,8 cylinders,gas,clean,automatic,4wd,SUV,silver
3100,2001.0,137000.0,toyota,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
27990,2017.0,22120.0,chevrolet,good,8 cylinders,gas,clean,other,4wd,pickup,unknown
4495,2006.0,174012.0,gmc,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
10990,2009.0,175608.0,gmc,excellent,8 cylinders,gas,clean,automatic,4wd,SUV,black
3500,2007.0,157000.0,mazda,good,4 cylinders,gas,clean,manual,fwd,sedan,silver
52590,2019.0,18933.0,bmw,good,6 cylinders,other,clean,other,rwd,other,white
2800,2013.0,220000.0,nissan,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
15793,2016.0,48000.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
1,2015.0,48826.0,bmw,excellent,10 cylinders,gas,clean,automatic,rwd,sedan,white
7900,2006.0,112000.0,nissan,excellent,6 cylinders,gas,clean,automatic,rwd,coupe,orange
14991,2015.0,79555.0,mazda,good,6 cylinders,gas,clean,automatic,fwd,SUV,custom
5800,2008.0,155000.0,toyota,excellent,4 cylinders,gas,clean,automatic,4wd,sedan,black
6900,2010.0,165684.0,buick,excellent,6 cylinders,gas,clean,automatic,fwd,sedan,silver
34990,2018.0,13992.0,jeep,good,6 cylinders,other,clean,other,4wd,other,unknown
18579,2014.0,112722.0,jeep,good,6 cylinders,gas,clean,automatic,4wd,SUV,grey
10393,2014.0,132217.0,chrysler,excellent,6 cylinders,gas,clean,automatic,fwd,mini-van,silver
6800,2009.0,127223.0,honda,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,grey
15990,2014.0,44747.0,honda,good,4 cylinders,other,clean,other,fwd,coupe,unknown
500,2004.0,208117.0,outro,fair,4 cylinders,gas,clean,automatic,fwd,SUV,grey
38590,2020.0,1372.0,outro,good,6 cylinders,other,clean,other,rwd,SUV,black
25995,2016.0,76696.0,ram,good,6 cylinders,gas,clean,automatic,rwd,pickup,custom
6500,2009.0,140901.0,outro,good,4 cylinders,gas,clean,manual,fwd,hatchback,silver
14995,2012.0,134472.0,honda,good,4 cylinders,gas,clean,automatic,fwd,pickup,black
43590,2020.0,12012.0,acura,good,6 cylinders,gas,clean,other,fwd,other,silver
56687,2016.0,72297.0,gmc,good,8 cylinders,diesel,clean,automatic,4wd,pickup,unknown
6990,2010.0,147001.0,volkswagen,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
4695,2006.0,210237.0,acura,good,6 cylinders,gas,clean,automatic,4wd,SUV,unknown
16511,2010.0,203779.0,gmc,good,8 cylinders,other,clean,other,4wd,pickup,white
7900,2009.0,148470.0,nissan,good,4 cylinders,gas,clean,automatic,fwd,sedan,blue
15590,2018.0,18313.0,hyundai,good,4 cylinders,gas,clean,other,fwd,sedan,unknown
17995,2018.0,103000.0,chevrolet,excellent,6 cylinders,gas,clean,automatic,rwd,pickup,silver
14999,2017.0,42000.0,volkswagen,good,4 cylinders,gas,rebuilt,automatic,fwd,sedan,unknown
21999,2017.0,43145.0,ford,good,8 cylinders,gas,clean,automatic,4wd,SUV,grey
42495,2012.0,107232.0,gmc,good,8 cylinders,diesel,clean,automatic,4wd,truck,unknown
43999,2020.0,25650.0,ford,good,8 cylinders,gas,clean,automatic,4wd,truck,grey
3500,1996.0,215000.0,chevrolet,good,8 cylinders,gas,clean,automatic,rwd,pickup,green
15990,2019.0,10370.0,hyundai,good,4 cylinders,other,clean,other,fwd,sedan,red
13995,2014.0,118000.0,toyota,excellent,4 cylinders,gas,clean,automatic,4wd,SUV,blue
4000,2005.0,149000.0,jeep,good,6 cylinders,gas,salvage,automatic,4wd,SUV,unknown
20995,2015.0,53000.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
30678,2013.0,99830.0,chevrolet,good,8 cylinders,other,clean,automatic,4wd,pickup,unknown
13995,2015.0,83143.0,jeep,good,6 cylinders,gas,clean,automatic,4wd,hatchback,unknown
31590,2018.0,62496.0,toyota,good,6 cylinders,gas,clean,other,fwd,other,red
19588,2018.0,11312.0,ford,good,8 cylinders,gas,clean,automatic,4wd,SUV,silver
14950,2010.0,124525.0,jeep,good,6 cylinders,gas,clean,automatic,4wd,SUV,orange
19999,2013.0,159574.0,ford,excellent,8 cylinders,gas,clean,automatic,4wd,SUV,silver
6500,1996.0,200000.0,jeep,good,6 cylinders,gas,clean,automatic,4wd,SUV,unknown
1,2018.0,47500.0,chevrolet,like new,4 cylinders,gas,rebuilt,automatic,4wd,SUV,white
32495,2015.0,83564.0,ford,excellent,8 cylinders,gas,clean,automatic,4wd,pickup,black
21950,2014.0,113000.0,ford,excellent,8 cylinders,gas,clean,automatic,4wd,pickup,black
8995,2016.0,163059.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,sedan,silver
13995,2006.0,170199.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,other,red
34590,2016.0,29499.0,chevrolet,good,6 cylinders,gas,clean,other,4wd,pickup,silver
8750,2015.0,145000.0,nissan,like new,4 cylinders,gas,clean,automatic,fwd,sedan,grey
13900,2017.0,53000.0,jeep,good,4 cylinders,gas,salvage,automatic,4wd,SUV,white
21287,2019.0,23477.0,nissan,good,4 cylinders,electric,clean,automatic,fwd,hatchback,unknown
16999,2003.0,110414.0,chevrolet,excellent,8 cylinders,gas,clean,automatic,rwd,pickup,unknown
7000,1985.0,85134.0,chevrolet,good,8 cylinders,gas,missing,automatic,rwd,other,blue
17984,2014.0,99317.0,gmc,good,6 cylinders,gas,clean,automatic,fwd,SUV,unknown
6450,2009.0,112000.0,nissan,excellent,6 cylinders,gas,clean,automatic,4wd,SUV,silver
500,2013.0,130000.0,nissan,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
37590,2018.0,33038.0,bmw,good,6 cylinders,gas,clean,automatic,rwd,SUV,blue
23989,2016.0,103176.0,bmw,good,6 cylinders,gas,clean,automatic,4wd,SUV,blue
9995,2017.0,176046.0,chevrolet,excellent,4 cylinders,gas,clean,automatic,4wd,SUV,white
7000,2008.0,179000.0,toyota,like new,4 cylinders,gas,clean,manual,fwd,SUV,red
21990,2005.0,45554.0,ford,good,8 cylinders,gas,clean,automatic,rwd,truck,white
5500,2006.0,18300.0,ford,fair,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
15995,2013.0,48596.0,cadillac,good,6 cylinders,gas,clean,automatic,fwd,sedan,unknown
36590,2017.0,46975.0,toyota,good,6 cylinders,gas,clean,other,4wd,pickup,blue
5499,2007.0,172261.0,toyota,good,4 cylinders,gas,clean,automatic,fwd,other,black
6500,2012.0,110810.0,nissan,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,white
34999,2014.0,72778.0,ford,good,6 cylinders,gas,clean,automatic,4wd,truck,black
25688,2011.0,76286.0,jeep,good,6 cylinders,gas,clean,manual,4wd,other,black
60000,2016.0,57000.0,ford,excellent,6 cylinders,gas,clean,automatic,rwd,van,white
39500,2007.0,38500.0,chevrolet,good,8 cylinders,gas,clean,manual,4wd,pickup,unknown
5999,2009.0,79804.0,volkswagen,good,5 cylinders,gas,clean,automatic,fwd,sedan,black
35000,2018.0,71000.0,ram,good,8 cylinders,diesel,clean,automatic,4wd,pickup,unknown
8992,2013.0,94880.0,chevrolet,good,4 cylinders,gas,clean,other,fwd,sedan,grey
12000,2013.0,139327.0,honda,good,4 cylinders,gas,clean,automatic,fwd,mini-van,silver
12900,2014.0,99711.0,ford,good,8 cylinders,gas,clean,automatic,fwd,pickup,black
25990,2013.0,113065.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,black
28990,2012.0,70703.0,bmw,good,8 cylinders,gas,clean,other,rwd,other,silver
18487,2017.0,154579.0,ford,good,6 cylinders,gas,clean,automatic,rwd,van,white
2300,2001.0,143000.0,chevrolet,excellent,4 cylinders,gas,clean,manual,fwd,pickup,white
5500,1983.0,150000.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
17995,2013.0,131306.0,jeep,good,6 cylinders,gas,clean,automatic,4wd,SUV,red
5500,2012.0,76445.0,cadillac,salvage,6 cylinders,gas,salvage,automatic,fwd,sedan,black
21999,2013.0,110739.0,ram,good,8 cylinders,gas,clean,automatic,4wd,pickup,black
18590,2018.0,11848.0,kia,good,4 cylinders,gas,clean,other,fwd,sedan,black
34995,2012.0,145234.0,ford,good,8 cylinders,diesel,clean,automatic,4wd,pickup,black
4295,2007.0,136756.0,kia,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,red
17250,2014.0,80879.0,jeep,good,6 cylinders,gas,clean,automatic,4wd,SUV,black
12000,2017.0,60525.0,chevrolet,good,4 cylinders,gas,clean,other,fwd,van,white
10995,2017.0,76119.0,hyundai,good,4 cylinders,gas,clean,automatic,fwd,sedan,red
30893,2017.0,1.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
19990,2020.0,11103.0,outro,good,4 cylinders,other,clean,other,4wd,hatchback,orange
5495,2000.0,119254.0,honda,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
22990,2019.0,6595.0,hyundai,good,4 cylinders,gas,clean,other,fwd,hatchback,white
29995,2017.0,81435.0,gmc,good,6 cylinders,gas,clean,automatic,4wd,SUV,black
34991,2007.0,14995.0,ford,good,8 cylinders,gas,clean,manual,rwd,other,white
39000,2006.0,145000.0,ram,excellent,6 cylinders,diesel,clean,automatic,4wd,pickup,grey
10995,2012.0,51893.0,chrysler,good,6 cylinders,gas,rebuilt,automatic,fwd,van,blue
27899,2014.0,116053.0,jeep,good,6 cylinders,gas,clean,automatic,4wd,other,white
17900,2019.0,35418.0,outro,good,4 cylinders,gas,clean,automatic,4wd,SUV,silver
36590,2019.0,14222.0,gmc,good,8 cylinders,gas,clean,other,4wd,pickup,blue
1500,2012.0,99971.0,chrysler,good,6 cylinders,gas,clean,automatic,rwd,sedan,grey
12500,2001.0,67000.0,outro,excellent,8 cylinders,gas,clean,automatic,rwd,convertible,unknown
10900,2012.0,81545.0,jeep,like new,4 cylinders,gas,clean,automatic,4wd,SUV,black
37995,2020.0,20018.0,chevrolet,good,8 cylinders,gas,clean,automatic,rwd,truck,unknown
38590,2019.0,15266.0,ford,good,8 cylinders,gas,clean,other,rwd,coupe,red
7999,2015.0,86959.0,ford,good,4 cylinders,other,clean,automatic,4wd,sedan,silver
19995,2011.0,110799.0,jeep,excellent,6 cylinders,gas,clean,automatic,4wd,wagon,red
521,2017.0,17831.0,ram,good,8 cylinders,gas,clean,other,4wd,pickup,red
11500,1985.0,142814.0,mazda,good,4 cylinders,gas,clean,manual,fwd,coupe,black
18995,2015.0,76112.0,ford,good,8 cylinders,gas,clean,automatic,rwd,coupe,silver
39590,2020.0,1419.0,ford,good,8 cylinders,gas,clean,other,rwd,coupe,white
7450,2013.0,137100.0,ford,excellent,6 cylinders,gas,clean,automatic,4wd,sedan,blue
14990,2015.0,84657.0,hyundai,good,4 cylinders,gas,clean,automatic,fwd,SUV,unknown
5850,2007.0,136000.0,honda,excellent,4 cylinders,gas,clean,automatic,fwd,hatchback,black
3500,2005.0,222450.0,toyota,good,6 cylinders,gas,clean,manual,fwd,van,grey
6495,2006.0,146765.0,acura,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,blue
6950,2009.0,118000.0,ford,excellent,6 cylinders,gas,clean,automatic,4wd,SUV,white
28590,2018.0,35036.0,audi,good,6 cylinders,gas,clean,other,4wd,SUV,black
7950,2010.0,121264.0,nissan,good,6 cylinders,gas,clean,automatic,4wd,SUV,custom
28990,2016.0,69856.0,jeep,good,6 cylinders,gas,clean,other,4wd,SUV,red
14998,2017.0,110462.0,honda,good,4 cylinders,gas,clean,automatic,fwd,hatchback,grey
4600,2007.0,131000.0,honda,good,6 cylinders,gas,clean,automatic,fwd,sedan,black
25989,2013.0,72038.0,bmw,good,8 cylinders,gas,clean,automatic,rwd,sedan,black
9000,2012.0,137000.0,toyota,good,4 cylinders,gas,clean,automatic,fwd,sedan,red
4500,2013.0,178.0,kia,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
40653,2020.0,34865.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,pickup,blue
4000,2008.0,134000.0,subaru,good,4 cylinders,gas,rebuilt,automatic,4wd,sedan,unknown
7999,2006.0,213961.0,volkswagen,good,4 cylinders,diesel,clean,automatic,fwd,sedan,unknown
7995,2013.0,138450.0,toyota,excellent,4 cylinders,hybrid,clean,automatic,fwd,hatchback,white
17590,2011.0,74177.0,infiniti,good,6 cylinders,gas,clean,other,rwd,coupe,black
7995,2013.0,93985.0,kia,excellent,4 cylinders,gas,clean,manual,fwd,wagon,silver
26000,2011.0,30000.0,chevrolet,excellent,8 cylinders,gas,clean,manual,rwd,coupe,grey
5500,2008.0,203343.0,honda,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
9500,2017.0,140955.0,buick,good,6 cylinders,gas,clean,automatic,fwd,SUV,unknown
10995,2013.0,135662.0,subaru,good,4 cylinders,gas,clean,automatic,4wd,wagon,blue
19899,2016.0,40205.0,audi,excellent,6 cylinders,gas,clean,automatic,4wd,sedan,unknown
24495,2007.0,141101.0,ram,good,8 cylinders,diesel,clean,automatic,4wd,pickup,silver
30988,2017.0,40906.0,jeep,good,6 cylinders,gas,clean,automatic,4wd,SUV,grey
7995,2010.0,207891.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
40998,2020.0,4208.0,toyota,good,6 cylinders,gas,clean,automatic,rwd,truck,unknown
44900,2014.0,22027.0,chevrolet,excellent,8 cylinders,gas,clean,manual,rwd,pickup,red
13059,2015.0,86357.0,ford,good,8 cylinders,gas,clean,automatic,4wd,SUV,unknown
7900,2009.0,141700.0,nissan,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
4995,2007.0,185264.0,gmc,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
29990,2017.0,72406.0,ford,good,6 cylinders,gas,clean,automatic,4wd,SUV,white
14999,2014.0,99283.0,honda,good,4 cylinders,gas,clean,automatic,4wd,SUV,unknown
39990,2019.0,8373.0,nissan,good,6 cylinders,gas,clean,other,rwd,coupe,white
8995,2009.0,85000.0,ford,excellent,6 cylinders,gas,clean,automatic,rwd,sedan,black
4995,2007.0,146000.0,volkswagen,good,4 cylinders,gas,clean,automatic,fwd,hatchback,unknown
6200,2012.0,113200.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,black
424,2015.0,116566.0,gmc,good,8 cylinders,gas,clean,automatic,4wd,truck,unknown
46990,2014.0,28834.0,mercedes-benz,good,8 cylinders,other,clean,other,rwd,convertible,blue
32990,2017.0,29322.0,acura,good,6 cylinders,gas,clean,other,fwd,SUV,white
1450,2008.0,152000.0,chevrolet,fair,4 cylinders,gas,rebuilt,automatic,fwd,sedan,silver
34990,2019.0,34139.0,ram,good,8 cylinders,gas,clean,other,4wd,pickup,white
13800,2016.0,185000.0,chevrolet,excellent,8 cylinders,gas,clean,automatic,4wd,pickup,white
11999,2005.0,144500.0,lexus,excellent,8 cylinders,gas,clean,automatic,4wd,offroad,grey
6998,2011.0,156522.0,chevrolet,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
888,2012.0,100000.0,mercedes-benz,good,6 cylinders,gas,clean,automatic,rwd,sedan,unknown
5995,2012.0,120127.0,outro,good,4 cylinders,gas,clean,manual,fwd,hatchback,green
6990,2009.0,122861.0,buick,excellent,6 cylinders,gas,clean,automatic,fwd,SUV,unknown
7995,2010.0,179000.0,gmc,good,8 cylinders,gas,clean,automatic,rwd,van,unknown
16425,2019.0,18015.0,chevrolet,excellent,4 cylinders,gas,clean,automatic,fwd,hatchback,silver
17590,2018.0,49589.0,chevrolet,good,8 cylinders,gas,clean,other,fwd,sedan,black
33990,2016.0,12398.0,chevrolet,good,8 cylinders,gas,clean,automatic,rwd,truck,white
26990,2013.0,28867.0,mercedes-benz,good,6 cylinders,gas,clean,other,rwd,other,white
39990,2015.0,111710.0,gmc,good,8 cylinders,other,clean,automatic,4wd,pickup,black
6750,2010.0,107830.0,buick,excellent,6 cylinders,gas,clean,automatic,fwd,sedan,green
485,2017.0,62219.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,SUV,unknown
16990,2014.0,60598.0,toyota,good,4 cylinders,hybrid,clean,other,fwd,other,silver
18995,2014.0,108853.0,outro,excellent,4 cylinders,gas,clean,automatic,4wd,SUV,white
35998,2015.0,64835.0,ram,good,6 cylinders,diesel,clean,automatic,4wd,pickup,unknown
13500,2014.0,93538.0,lexus,good,6 cylinders,gas,clean,automatic,fwd,hatchback,red
16950,2019.0,24329.0,nissan,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,black
4450,2006.0,159000.0,subaru,excellent,4 cylinders,gas,clean,automatic,4wd,sedan,grey
6999,2007.0,171458.0,nissan,good,6 cylinders,gas,clean,automatic,4wd,SUV,blue
25895,2016.0,118824.0,infiniti,good,8 cylinders,gas,clean,automatic,rwd,SUV,black
40990,2018.0,27605.0,jeep,good,6 cylinders,gas,clean,other,4wd,SUV,white
36990,2019.0,33909.0,toyota,good,6 cylinders,gas,clean,other,4wd,other,black
19990,2018.0,15207.0,outro,good,4 cylinders,other,clean,automatic,4wd,SUV,unknown
20800,2014.0,70300.0,chevrolet,excellent,6 cylinders,gas,clean,automatic,rwd,truck,silver
39900,2017.0,31220.0,ford,new,8 cylinders,gas,clean,automatic,4wd,pickup,red
6497,2012.0,138482.0,ford,good,4 cylinders,gas,clean,automatic,fwd,hatchback,silver
14398,2013.0,106268.0,nissan,good,6 cylinders,gas,clean,automatic,4wd,SUV,silver
23990,2019.0,14117.0,hyundai,good,4 cylinders,gas,clean,other,fwd,other,black
17950,2013.0,204089.0,ram,excellent,8 cylinders,gas,clean,automatic,4wd,truck,white
10995,2014.0,128000.0,ford,good,6 cylinders,gas,clean,automatic,4wd,SUV,custom
7950,2010.0,225654.0,honda,good,4 cylinders,gas,clean,automatic,4wd,SUV,blue
14900,2018.0,37900.0,hyundai,like new,4 cylinders,gas,clean,automatic,fwd,sedan,white
36988,2017.0,70335.0,ford,like new,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
11000,2012.0,106214.0,buick,excellent,6 cylinders,gas,clean,automatic,fwd,SUV,silver
12850,2017.0,170000.0,hyundai,excellent,4 cylinders,gas,clean,automatic,4wd,sedan,grey
24990,2007.0,46463.0,ford,good,10 cylinders,gas,clean,automatic,rwd,truck,white
4999,2005.0,152755.0,jeep,like new,6 cylinders,gas,clean,automatic,4wd,SUV,silver
16800,2015.0,101475.0,ford,excellent,8 cylinders,gas,clean,automatic,rwd,coupe,orange
5900,2012.0,80637.0,outro,good,4 cylinders,gas,clean,automatic,fwd,hatchback,yellow
7495,2013.0,204534.0,ford,good,8 cylinders,gas,clean,automatic,rwd,van,white
3700,2008.0,171686.0,subaru,good,4 cylinders,gas,clean,automatic,4wd,wagon,black
18390,2018.0,16854.0,hyundai,good,4 cylinders,gas,clean,automatic,fwd,sedan,silver
16590,2010.0,45964.0,lincoln,good,6 cylinders,other,clean,other,rwd,sedan,unknown
3800,2001.0,205000.0,toyota,good,6 cylinders,gas,clean,automatic,4wd,sedan,unknown
43990,2019.0,4783.0,dodge,good,8 cylinders,gas,clean,other,rwd,coupe,blue
10500,2008.0,135392.0,outro,good,8 cylinders,gas,clean,automatic,4wd,SUV,silver
39590,2019.0,26070.0,ram,good,8 cylinders,gas,clean,other,4wd,pickup,unknown
7999,2013.0,149000.0,subaru,good,4 cylinders,gas,clean,automatic,4wd,sedan,unknown
19990,2012.0,21075.0,cadillac,good,6 cylinders,gas,clean,other,fwd,other,black
27990,2014.0,17805.0,toyota,good,4 cylinders,other,clean,other,fwd,pickup,red
6995,2013.0,159850.0,kia,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,blue
500,2013.0,130000.0,nissan,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
33885,2013.0,208295.0,ram,good,8 cylinders,diesel,clean,automatic,4wd,pickup,unknown
6995,2009.0,142000.0,chevrolet,good,6 cylinders,gas,clean,automatic,4wd,pickup,unknown
21995,2016.0,80022.0,chevrolet,excellent,6 cylinders,gas,clean,automatic,4wd,SUV,grey
34800,2016.0,205135.0,chevrolet,good,8 cylinders,diesel,clean,automatic,4wd,truck,black
5250,2006.0,166000.0,honda,excellent,6 cylinders,gas,clean,manual,4wd,SUV,blue
11991,2015.0,44220.0,kia,good,4 cylinders,gas,clean,automatic,fwd,sedan,silver
6500,2013.0,81000.0,chevrolet,excellent,4 cylinders,gas,clean,automatic,fwd,hatchback,unknown
8200,2013.0,177232.0,honda,excellent,6 cylinders,gas,clean,automatic,fwd,SUV,grey
33988,2018.0,23831.0,acura,good,6 cylinders,other,clean,automatic,fwd,hatchback,white
10995,2007.0,195000.0,gmc,good,8 cylinders,gas,clean,automatic,4wd,SUV,black
19900,2011.0,84651.0,mercedes-benz,good,6 cylinders,other,clean,automatic,rwd,convertible,unknown
33990,2015.0,13542.0,chevrolet,good,8 cylinders,gas,clean,other,rwd,coupe,white
20990,2020.0,4905.0,toyota,good,4 cylinders,gas,clean,other,fwd,sedan,white
9000,2014.0,106000.0,nissan,good,6 cylinders,gas,clean,automatic,fwd,sedan,purple
2500,2005.0,150000.0,ford,fair,8 cylinders,gas,clean,automatic,4wd,truck,unknown
3300,2000.0,148000.0,ford,good,8 cylinders,gas,clean,automatic,rwd,van,green
32990,2015.0,67498.0,toyota,good,4 cylinders,other,clean,other,4wd,other,unknown
11000,2011.0,188000.0,ford,good,6 cylinders,gas,lien,automatic,rwd,truck,white
19877,2012.0,128164.0,infiniti,good,8 cylinders,gas,clean,automatic,4wd,SUV,white
20900,2012.0,169152.0,jeep,good,6 cylinders,gas,clean,automatic,4wd,SUV,blue
14995,2011.0,100000.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
16999,2016.0,33500.0,buick,good,4 cylinders,gas,clean,automatic,fwd,SUV,white
25500,1979.0,20000.0,ford,excellent,8 cylinders,gas,clean,automatic,4wd,truck,black
25990,2019.0,11768.0,infiniti,good,6 cylinders,other,clean,other,fwd,hatchback,unknown
17995,2013.0,83800.0,honda,good,6 cylinders,gas,clean,automatic,fwd,SUV,black
5500,2009.0,179250.0,nissan,good,4 cylinders,gas,clean,manual,fwd,SUV,black
13998,2014.0,1.0,ford,excellent,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
5488,2005.0,126319.0,ford,excellent,4 cylinders,hybrid,clean,automatic,fwd,SUV,grey
23990,2015.0,53388.0,lexus,good,6 cylinders,gas,clean,other,fwd,sedan,white
37590,2017.0,40152.0,chevrolet,good,8 cylinders,other,clean,other,4wd,pickup,blue
3500,2004.0,200000.0,cadillac,good,6 cylinders,gas,clean,automatic,fwd,sedan,red
8450,2013.0,68000.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
4900,2010.0,160000.0,ford,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,grey
33900,2013.0,162000.0,ford,good,8 cylinders,diesel,clean,automatic,4wd,pickup,black
7250,2011.0,163000.0,jeep,good,6 cylinders,gas,clean,automatic,4wd,SUV,unknown
5999,2006.0,165000.0,subaru,good,4 cylinders,gas,clean,automatic,4wd,wagon,unknown
7450,2016.0,94000.0,kia,good,4 cylinders,gas,clean,automatic,fwd,hatchback,black
2800,2011.0,103879.0,hyundai,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
16990,2011.0,39219.0,gmc,good,6 cylinders,gas,clean,other,4wd,pickup,black
5995,2003.0,37220.0,honda,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
3400,1978.0,200000.0,mercedes-benz,good,6 cylinders,gas,clean,manual,rwd,sedan,unknown
5950,1999.0,163000.0,jeep,excellent,6 cylinders,gas,clean,automatic,4wd,SUV,grey
4495,2010.0,162885.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
3300,2009.0,182000.0,kia,good,4 cylinders,gas,clean,automatic,fwd,sedan,white
22590,2017.0,22214.0,lincoln,good,6 cylinders,gas,clean,other,fwd,sedan,silver
6950,2012.0,128989.0,honda,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
16995,2012.0,120905.0,toyota,good,6 cylinders,gas,clean,automatic,fwd,SUV,white
14500,2013.0,100000.0,chevrolet,excellent,8 cylinders,gas,rebuilt,automatic,rwd,truck,unknown
14900,2007.0,146000.0,chevrolet,excellent,8 cylinders,gas,clean,automatic,4wd,truck,red
11499,2011.0,145397.0,honda,good,6 cylinders,gas,clean,automatic,4wd,SUV,unknown
23970,2016.0,44951.0,mercedes-benz,good,6 cylinders,gas,clean,automatic,rwd,other,unknown
7900,2009.0,135000.0,buick,excellent,6 cylinders,gas,clean,automatic,4wd,sedan,unknown
12995,2013.0,90551.0,mercedes-benz,good,6 cylinders,gas,clean,automatic,rwd,coupe,white
28990,2012.0,70703.0,bmw,good,8 cylinders,gas,clean,other,rwd,other,silver
26995,2019.0,30703.0,ford,good,6 cylinders,gas,clean,automatic,rwd,van,white
38590,2019.0,28556.0,ram,good,6 cylinders,gas,clean,other,4wd,pickup,white
12990,2013.0,92209.0,volkswagen,excellent,4 cylinders,gas,clean,automatic,fwd,hatchback,blue
25988,2016.0,92591.0,jeep,excellent,6 cylinders,gas,clean,manual,4wd,SUV,unknown
33990,2015.0,77480.0,dodge,good,6 cylinders,gas,clean,automatic,rwd,sedan,black
21900,2018.0,23841.0,ford,good,4 cylinders,gas,clean,automatic,fwd,SUV,silver
24990,2013.0,39516.0,outro,good,4 cylinders,gas,clean,other,fwd,hatchback,black
10446,2012.0,105414.0,gmc,good,4 cylinders,gas,clean,automatic,fwd,SUV,white
25990,2017.0,18271.0,outro,good,6 cylinders,gas,clean,other,rwd,sedan,silver
27998,2018.0,31698.0,outro,good,4 cylinders,gas,clean,automatic,4wd,wagon,black
29590,2017.0,70760.0,ford,good,6 cylinders,gas,clean,other,4wd,SUV,blue
